0	13108	0
0	11247	0
0	8196	0
0	15348	0
0	11007	0
1	8112	0
3	4	0
3	669	0
3	11075	0
3	6438	0
3	5	0
3	10931	0
4	699	0
4	7596	0
6	165	0
6	177	0
6	172	0
7	1272	0
7	12369	0
7	2777	0
7	9	0
7	16	0
7	13223	0
7	364	0
7	10	0
7	71	0
8	8126	0
8	8127	0
12	10570	0
13	12141	0
17	6444	0
19	8263	0
19	4770	0
22	4712	0
24	7221	0
25	8025	0
29	45	0
29	33	0
29	40	0
29	34	0
29	13419	0
32	13358	0
32	15420	0
32	6296	0
32	15419	0
32	13570	0
32	4740	0
32	13342	0
32	4736	0
32	8251	0
32	11143	0
32	4748	0
32	8512	0
32	26	0
32	10559	0
32	31	0
33	11946	0
33	13421	0
33	4733	0
33	9996	0
33	4750	0
33	14486	0
33	36	0
33	10859	0
33	14485	0
33	37	0
40	8262	0
40	41	0
40	4732	0
40	13420	0
40	8246	0
40	9346	0
40	13367	0
40	44	0
40	9394	0
40	1642	0
40	9347	0
40	13370	0
42	1641	0
42	4755	0
42	8245	0
42	46	0
45	41	0
45	4750	0
48	4695	0
50	51	0
50	56	0
50	8188	0
53	61	0
57	1644	0
57	30	0
57	8252	0
60	4720	0
63	62	0
64	9134	0
64	13221	0
66	69	0
68	4730	0
68	12027	0
68	12026	0
72	7496	0
73	75	0
73	7565	0
74	367	0
74	7405	0
74	6342	0
74	6343	0
75	8265	0
75	13589	0
75	14876	0
75	9561	0
77	12144	0
79	161	0
80	12039	0
80	12038	0
82	11667	0
82	4719	0
82	4705	0
82	8379	0
82	12542	0
82	12372	0
83	11669	0
84	12048	0
84	12052	0
85	9401	0
85	11311	0
85	14496	0
85	12933	0
85	8808	0
85	14686	0
85	97	0
85	86	0
85	10425	0
86	3435	0
88	897	0
88	1801	0
88	733	0
89	12033	0
89	354	0
89	4701	0
90	4725	0
92	158	0
92	6365	0
94	12036	0
94	12372	0
94	13471	0
94	360	0
96	4739	0
100	12028	0
100	2854	0
101	7535	0
102	118	0
102	704	0
102	103	0
104	1199	0
104	6360	0
104	5978	0
104	622	0
106	12172	0
110	13980	0
110	13981	0
110	6032	0
110	5035	0
110	111	0
110	1239	0
110	9172	0
111	116	0
111	6546	0
111	6545	0
112	3685	0
112	109	0
114	8162	0
114	6930	0
117	3682	0
117	3686	0
119	120	0
121	7376	0
121	122	0
121	2956	0
126	704	0
127	884	0
127	1012	0
127	187	0
127	2693	0
127	888	0
127	143	0
127	7094	0
127	13725	0
130	6758	0
130	131	0
133	5743	0
133	13612	0
133	3852	0
133	2772	0
133	7402	0
133	13093	0
133	8175	0
133	14307	0
133	14567	0
136	13244	0
139	15286	0
139	9218	0
141	7150	0
141	7147	0
141	7149	0
141	7151	0
141	2768	0
141	886	0
141	926	0
141	967	0
143	966	0
143	1001	0
143	962	0
143	3616	0
143	2291	0
143	12505	0
143	14568	0
143	965	0
143	887	0
143	8970	0
145	4845	0
152	925	0
152	963	0
152	9147	0
152	14572	0
152	1156	0
155	2358	0
155	11996	0
155	822	0
155	767	0
155	12504	0
155	8573	0
155	12376	0
155	12459	0
155	1220	0
155	156	0
155	1420	0
155	10690	0
155	757	0
155	11777	0
155	12488	0
155	1292	0
155	186	0
155	12457	0
155	8332	0
155	2057	0
155	374	0
156	3708	0
156	74	0
156	73	0
157	7764	0
157	7763	0
159	7682	0
160	100	0
160	1427	0
165	4721	0
165	9143	0
165	10044	0
168	4711	0
170	169	0
170	23	0
170	39	0
172	15164	0
172	14796	0
173	9142	0
173	8277	0
173	9636	0
173	8693	0
175	176	0
175	13769	0
175	7860	0
175	384	0
175	13715	0
175	1561	0
175	167	0
176	1569	0
177	13366	0
177	10568	0
177	182	0
177	9659	0
177	8228	0
177	562	0
177	9400	0
177	14864	0
177	15132	0
177	6477	0
177	13329	0
179	7323	0
179	1568	0
179	351	0
181	4715	0
184	27	0
186	8320	0
186	3002	0
187	15366	0
187	15365	0
190	12344	0
190	9782	0
191	13469	0
192	10189	0
192	7723	0
192	206	0
192	12890	0
192	6304	0
192	14490	0
196	7544	0
196	190	0
196	7545	0
196	14567	0
196	197	0
196	14863	0
197	12007	0
197	10685	0
197	4397	0
197	6515	0
197	10687	0
197	6422	0
197	3130	0
197	9765	0
197	4395	0
197	13736	0
197	6514	0
197	3143	0
197	4487	0
197	14497	0
199	2095	0
199	10687	0
199	200	0
199	8572	0
199	7614	0
199	2098	0
199	2999	0
199	2086	0
202	6317	0
202	6316	0
203	1287	0
203	15187	0
203	1288	0
203	5877	0
203	2091	0
